,Life event,ID,Date,Gender,Age,Life expectancy,Marital status,Marriage duration,Marriage intention,Marriage age:,Employment status,Income,Capital,Children,Nr children,Birth age,Alive
1203,Life event: Created,1203,2011-01-01,Male,57,91,Married,23,No,,Entrepreneur without personnel,28868,-2550,No,1,,1
1204,Life event: Created,1204,2011-01-01,Male,17,88,Single,0,No,,Child,0,0,Yes,0,,1
1743,Life event: Adulthood,1204,2012-10-12,Male,18,88,Single,0,No,,Permanent contract,31894,84512,Yes,0,,1
1205,Life event: Created,1205,2011-01-01,Male,35,98,Single,0,Yes,50.0,Unemployed,48015,291809,No,0,,1
1206,Life event: Created,1206,2011-01-01,Female,41,95,Divorced,0,Yes,,Unemployed,41046,272381,Yes,0,,1
1207,Life event: Created,1207,2011-01-01,Male,57,24,Married,42,Yes,,Permanent contract,22026,13597,No,2,,1
1208,Life event: Created,1208,2011-01-01,Female,59,81,Married,14,No,,Permanent contract,77861,208844,No,2,,1
1209,Life event: Created,1209,2011-01-01,Female,48,98,Single,0,Yes,34.0,Entrepreneur without personnel,48503,307189,Yes,0,,1
1210,Life event: Created,1210,2011-01-01,Male,66,98,Married,21,No,,Entrepreneur without personnel,32483,39408,No,1,,1
1211,Life event: Created,1211,2011-01-01,Male,80,92,Widowed,0,No,,Retired,17205,-28515,No,0,,1
1212,Life event: Created,1212,2011-01-01,Female,56,94,Married,10,Yes,,Entrepreneur without personnel,13642,-28841,Yes,2,,1
1213,Life event: Created,1213,2011-01-01,Female,31,98,Single,0,No,,Permanent contract,92544,146245,No,0,,1
1214,Life event: Created,1214,2011-01-01,Male,27,80,Single,0,Yes,29.0,Flexible contract,26150,153058,Yes,0,,1
1215,Life event: Created,1215,2011-01-01,Female,69,93,Married,41,No,,Retired,12906,9520,Yes,2,,1
1216,Life event: Created,1216,2011-01-01,Male,2,94,Single,0,No,,Child,0,0,No,0,,1
1217,Life event: Created,1217,2011-01-01,Female,14,13,Single,0,No,,Child,0,0,No,0,33.0,1
1218,Life event: Created,1218,2011-01-01,Female,45,36,Married,52,Yes,,Entrepreneur without personnel,33683,235,Yes,1,,1
1219,Life event: Created,1219,2011-01-01,Male,65,97,Widowed,0,No,,Permanent contract,22386,277868,Yes,0,,1
1220,Life event: Created,1220,2011-01-01,Male,62,42,Married,43,Yes,,Flexible contract,11142,-1232,No,2,,1
1221,Life event: Created,1221,2011-01-01,Female,30,97,Married,41,No,,Permanent contract,48204,-26628,Yes,1,33.0,1
1222,Life event: Created,1222,2011-01-01,Female,20,24,Single,0,Yes,32.0,Permanent contract,43600,571128,Yes,0,33.0,1
1223,Life event: Created,1223,2011-01-01,Female,62,6,Married,40,Yes,,Entrepreneur with personel,44848,116162,No,2,,1
1224,Life event: Created,1224,2011-01-01,Male,35,95,Single,0,Yes,34.0,Permanent contract,19379,48513,Yes,0,,1
1225,Life event: Created,1225,2011-01-01,Female,5,14,Single,0,No,,Child,0,0,Yes,0,25.0,1
1226,Life event: Created,1226,2011-01-01,Female,72,98,Married,37,Yes,,Retired,129809,977606,Yes,2,,1
1227,Life event: Created,1227,2011-01-01,Male,79,84,Married,22,Yes,,Retired,8700,-33213,Yes,2,,1
1228,Life event: Created,1228,2011-01-01,Male,44,98,Single,0,No,,Unemployed,44636,-39758,Yes,0,,1
1229,Life event: Created,1229,2011-01-01,Female,30,38,Divorced,0,No,,Permanent contract,41775,4338,No,0,32.0,1
1230,Life event: Created,1230,2011-01-01,Female,65,56,Married,47,No,,Permanent contract,1788,432031,Yes,3,,1
1231,Life event: Created,1231,2011-01-01,Male,59,98,Divorced,0,No,,Permanent contract,5481,24495,Yes,0,,1
1232,Life event: Created,1232,2011-01-01,Male,1,91,Single,0,Yes,51.0,Child,0,0,Yes,0,,1
1233,Life event: Created,1233,2011-01-01,Male,15,94,Single,0,Yes,51.0,Child,0,0,Yes,0,,1
1234,Life event: Created,1234,2011-01-01,Female,71,38,Divorced,0,No,,Retired,38529,-38683,No,0,,1
1235,Life event: Created,1235,2011-01-01,Male,16,93,Single,0,No,,Child,0,0,Yes,0,,1
1236,Life event: Created,1236,2011-01-01,Female,70,96,Married,9,Yes,,Retired,24846,129023,Yes,2,,1
1237,Life event: Created,1237,2011-01-01,Female,67,98,Married,40,No,,Flexible contract,40727,96260,Yes,3,,1
1238,Life event: Created,1238,2011-01-01,Female,78,98,Married,12,Yes,,Retired,14088,108785,No,3,,1
1239,Life event: Created,1239,2011-01-01,Male,34,97,Single,0,No,,Permanent contract,92124,-4989,No,0,,1
1240,Life event: Created,1240,2011-01-01,Male,40,98,Divorced,0,Yes,,Entrepreneur without personnel,41293,1087,Yes,0,,1
1241,Life event: Created,1241,2011-01-01,Male,40,98,Married,7,No,,Permanent contract,59397,18167,Yes,2,,1
1242,Life event: Created,1242,2011-01-01,Female,65,96,Divorced,0,No,,Permanent contract,17292,114360,Yes,0,,1
1243,Life event: Created,1243,2011-01-01,Female,11,77,Single,0,No,,Child,0,0,No,0,27.0,1
1244,Life event: Created,1244,2011-01-01,Female,59,95,Married,25,Yes,,Flexible contract,85993,42485,Yes,1,,1
1245,Life event: Created,1245,2011-01-01,Female,55,97,Divorced,0,Yes,,Permanent contract,19954,132038,No,0,,1
1246,Life event: Created,1246,2011-01-01,Female,12,38,Single,0,No,,Child,0,0,No,0,31.0,1
1247,Life event: Created,1247,2011-01-01,Female,40,95,Married,9,No,,Flexible contract,34579,62860,Yes,3,,1
1248,Life event: Created,1248,2011-01-01,Female,11,64,Single,0,No,,Child,0,0,Yes,0,32.0,1
1249,Life event: Created,1249,2011-01-01,Male,49,92,Divorced,0,No,,Permanent contract,23767,90457,No,0,,1
1250,Life event: Created,1250,2011-01-01,Male,53,92,Married,39,Yes,,Permanent contract,8988,1626,Yes,3,,1
1251,Life event: Created,1251,2011-01-01,Male,65,98,Divorced,0,No,,Permanent contract,21165,199271,No,0,,1
1252,Life event: Created,1252,2011-01-01,Male,41,62,Married,21,Yes,,Permanent contract,9994,664,Yes,2,,1
1253,Life event: Created,1253,2011-01-01,Male,40,2,Married,48,Yes,,Permanent contract,2398,285307,Yes,2,,1
1254,Life event: Created,1254,2011-01-01,Female,40,91,Married,29,No,,Permanent contract,18597,80036,No,1,,1
1255,Life event: Created,1255,2011-01-01,Female,73,98,Married,15,No,,Retired,92909,105613,Yes,2,,1
1256,Life event: Created,1256,2011-01-01,Male,49,81,Married,35,No,,Permanent contract,35278,2713,Yes,2,,1
1257,Life event: Created,1257,2011-01-01,Female,49,90,Married,41,Yes,,Permanent contract,34210,-5201,No,3,,1
1258,Life event: Created,1258,2011-01-01,Male,7,96,Single,0,No,,Child,0,0,Yes,0,,1
1259,Life event: Created,1259,2011-01-01,Female,50,17,Single,0,No,,Permanent contract,26079,173698,Yes,0,,1
1260,Life event: Created,1260,2011-01-01,Female,20,95,Single,0,No,,Entrepreneur without personnel,34680,3706056,No,0,31.0,1
1261,Life event: Created,1261,2011-01-01,Male,27,78,Married,2,Yes,,Permanent contract,13341,-32005,Yes,1,,1
1262,Life event: Created,1262,2011-01-01,Female,43,97,Divorced,0,Yes,,Permanent contract,66214,19230,Yes,0,,1
1263,Life event: Created,1263,2011-01-01,Male,32,52,Divorced,0,Yes,,Flexible contract,34910,10819,No,0,,1
1264,Life event: Created,1264,2011-01-01,Male,52,96,Married,21,Yes,,Entrepreneur with personel,35927,2300,No,1,,1
1265,Life event: Created,1265,2011-01-01,Male,47,94,Single,0,Yes,86.0,Unemployed,32754,287959,Yes,0,,1
1266,Life event: Created,1266,2011-01-01,Female,24,95,Single,0,No,,Entrepreneur without personnel,17383,468992,Yes,0,29.0,1
1267,Life event: Created,1267,2011-01-01,Male,65,95,Married,4,No,,Permanent contract,15279,151116,Yes,2,,1
1268,Life event: Created,1268,2011-01-01,Male,65,32,Married,25,Yes,,Flexible contract,6515,567541,Yes,1,,1
1269,Life event: Created,1269,2011-01-01,Male,79,83,Married,0,Yes,,Retired,27962,11956,No,1,,1
1691,Life event: Divorced,1269,2011-11-07,Male,79,83,Divorced,0,Yes,,Retired,27962,11956,No,1,,1
1270,Life event: Created,1270,2011-01-01,Male,35,98,Divorced,0,No,,Permanent contract,83003,63925,No,0,,1
1271,Life event: Created,1271,2011-01-01,Male,17,98,Single,0,No,,Child,0,0,No,0,,1
1753,Life event: Adulthood,1271,2012-11-23,Male,18,98,Single,0,Yes,49.0,Permanent contract,12073,152000,No,0,,1
1272,Life event: Created,1272,2011-01-01,Female,58,92,Single,0,Yes,28.0,Flexible contract,21532,-33293,No,0,,1
1273,Life event: Created,1273,2011-01-01,Female,83,75,Widowed,0,No,,Retired,81349,193627,No,0,,1
1274,Life event: Created,1274,2011-01-01,Male,41,95,Single,0,Yes,53.0,Flexible contract,44704,893664,No,0,,1
1275,Life event: Created,1275,2011-01-01,Male,47,93,Married,13,No,,Permanent contract,13365,-30887,No,1,,1
1276,Life event: Created,1276,2011-01-01,Female,5,98,Single,0,No,,Child,0,0,Yes,0,27.0,1
1277,Life event: Created,1277,2011-01-01,Female,39,71,Single,0,Yes,47.0,Permanent contract,17122,6555,No,0,,1
1278,Life event: Created,1278,2011-01-01,Male,82,17,Married,32,No,,Retired,80906,324433,Yes,1,,1
1279,Life event: Created,1279,2011-01-01,Male,10,98,Single,0,No,,Child,0,0,Yes,0,,1
1280,Life event: Created,1280,2011-01-01,Female,44,66,Married,38,No,,Permanent contract,34085,10259,Yes,1,,1
1281,Life event: Created,1281,2011-01-01,Male,62,96,Divorced,0,No,,Permanent contract,92935,492670,No,0,,1
1282,Life event: Created,1282,2011-01-01,Male,74,98,Widowed,0,Yes,,Retired,43697,176822,Yes,0,,1
1283,Life event: Created,1283,2011-01-01,Male,33,10,Single,0,Yes,43.0,Permanent contract,10502,-36669,Yes,0,,1
1284,Life event: Created,1284,2011-01-01,Female,76,96,Married,8,No,,Retired,13795,-102,No,2,,1
1285,Life event: Created,1285,2011-01-01,Female,17,49,Single,0,No,,Child,0,0,No,0,23.0,1
1741,Life event: Adulthood,1285,2012-10-11,Female,18,49,Single,0,Yes,22.0,Entrepreneur without personnel,62758,64281,No,0,23.0,1
1286,Life event: Created,1286,2011-01-01,Male,21,94,Single,0,Yes,59.0,Permanent contract,2006,161711,Yes,0,,1
1287,Life event: Created,1287,2011-01-01,Male,40,88,Married,54,No,,Permanent contract,33047,99987,Yes,2,,1
1288,Life event: Created,1288,2011-01-01,Male,22,96,Single,0,No,,Flexible contract,21016,942912,No,0,,1
1289,Life event: Created,1289,2011-01-01,Male,35,92,Married,52,Yes,,Permanent contract,16549,423139,Yes,1,,1
1290,Life event: Created,1290,2011-01-01,Female,20,10,Single,0,Yes,31.0,Permanent contract,27624,494138,No,0,30.0,1
1291,Life event: Created,1291,2011-01-01,Male,9,98,Single,0,Yes,35.0,Child,0,0,No,0,,1
1292,Life event: Created,1292,2011-01-01,Female,59,69,Married,2,No,,Flexible contract,27820,60835,No,2,,1
1293,Life event: Created,1293,2011-01-01,Male,55,88,Married,36,Yes,,Entrepreneur without personnel,35312,-21645,No,2,,1
1294,Life event: Created,1294,2011-01-01,Male,52,83,Single,0,No,,Permanent contract,3050,237340,Yes,0,,1
1295,Life event: Created,1295,2011-01-01,Female,57,26,Married,20,Yes,,Permanent contract,28617,620,Yes,1,,1
1296,Life event: Created,1296,2011-01-01,Female,1,31,Single,0,Yes,31.0,Child,0,0,No,0,33.0,1
1297,Life event: Created,1297,2011-01-01,Male,67,50,Married,30,Yes,,Permanent contract,23961,98823,No,2,,1
1298,Life event: Created,1298,2011-01-01,Male,59,93,Married,15,No,,Permanent contract,16494,-37918,No,2,,1
1299,Life event: Created,1299,2011-01-01,Male,23,89,Single,0,Yes,30.0,Permanent contract,3093,36709,No,0,,1
1300,Life event: Created,1300,2011-01-01,Male,21,95,Single,0,No,,Permanent contract,35593,52650,No,0,,1
1301,Life event: Created,1301,2011-01-01,Male,16,80,Single,0,No,,Child,0,0,No,0,,1
1302,Life event: Created,1302,2011-01-01,Female,7,25,Single,0,No,,Child,0,0,No,0,30.0,1
1303,Life event: Created,1303,2011-01-01,Female,11,91,Single,0,Yes,27.0,Child,0,0,Yes,0,36.0,1
1304,Life event: Created,1304,2011-01-01,Male,2,96,Single,0,No,,Child,0,0,No,0,,1
1305,Life event: Created,1305,2011-01-01,Male,65,94,Married,29,Yes,,Flexible contract,11161,-930,Yes,1,,1
1306,Life event: Created,1306,2011-01-01,Male,59,98,Single,0,No,,Permanent contract,75581,33,No,0,,1
1307,Life event: Created,1307,2011-01-01,Female,52,71,Married,18,No,,Permanent contract,17806,462008,Yes,3,,1
1308,Life event: Created,1308,2011-01-01,Male,61,94,Married,33,No,,Permanent contract,2687,40525,No,1,,1
1309,Life event: Created,1309,2011-01-01,Female,47,56,Divorced,0,Yes,,Flexible contract,1502,118855,No,0,,1
1310,Life event: Created,1310,2011-01-01,Male,21,90,Married,35,No,,Permanent contract,18966,971000,Yes,2,,1
1311,Life event: Created,1311,2011-01-01,Female,20,92,Single,0,Yes,35.0,Permanent contract,31710,2829654,No,0,34.0,1
1312,Life event: Created,1312,2011-01-01,Female,52,95,Married,32,No,,Permanent contract,78172,167,Yes,2,,1
1313,Life event: Created,1313,2011-01-01,Male,43,98,Married,13,No,,Permanent contract,369,-45605,No,3,,1
1314,Life event: Created,1314,2011-01-01,Female,17,93,Single,0,No,,Child,0,0,Yes,0,29.0,1
1731,Life event: Adulthood,1314,2012-08-19,Female,18,93,Single,0,Yes,25.0,Permanent contract,20056,-1148,Yes,0,29.0,1
1315,Life event: Created,1315,2011-01-01,Female,41,98,Single,0,No,,Permanent contract,11665,-4332,Yes,0,,1
1316,Life event: Created,1316,2011-01-01,Male,57,95,Married,3,Yes,,Permanent contract,1081,322243,Yes,2,,1
1317,Life event: Created,1317,2011-01-01,Male,18,95,Single,0,Yes,30.0,Entrepreneur without personnel,83593,915854,Yes,0,,1
1318,Life event: Created,1318,2011-01-01,Male,13,96,Single,0,Yes,30.0,Child,0,0,Yes,0,,1
1319,Life event: Created,1319,2011-01-01,Female,56,15,Divorced,0,Yes,,Entrepreneur without personnel,38053,15497,Yes,0,,1
1320,Life event: Created,1320,2011-01-01,Female,13,46,Single,0,No,,Child,0,0,No,0,29.0,1
1321,Life event: Created,1321,2011-01-01,Male,56,98,Single,0,Yes,38.0,Permanent contract,64323,-576,Yes,0,,1
1322,Life event: Created,1322,2011-01-01,Female,61,55,Married,4,No,,Permanent contract,29975,128358,No,3,,1
1323,Life event: Created,1323,2011-01-01,Male,92,89,Widowed,0,Yes,,Retired,115122,265067,No,0,,1
1324,Life event: Created,1324,2011-01-01,Male,22,34,Single,0,Yes,45.0,Entrepreneur with personel,42236,1692960,Yes,0,,1
1325,Life event: Created,1325,2011-01-01,Female,29,98,Married,9,Yes,,Permanent contract,5994,12561,Yes,2,30.0,1
1738,Life event: Birth,1325,2012-10-03,Female,30,98,Married,9,Yes,,Permanent contract,5994,12561,Yes,3,30.0,1
1326,Life event: Created,1326,2011-01-01,Male,57,48,Single,0,Yes,34.0,Entrepreneur with personel,13529,48732,No,0,,1
1327,Life event: Created,1327,2011-01-01,Male,55,85,Married,8,Yes,,Unemployed,96517,-3006,No,1,,1
1328,Life event: Created,1328,2011-01-01,Male,30,88,Married,50,Yes,,Permanent contract,25550,891,No,1,,1
1329,Life event: Created,1329,2011-01-01,Male,56,98,Married,2,Yes,,Flexible contract,85542,31,No,1,,1
1330,Life event: Created,1330,2011-01-01,Female,55,69,Married,36,No,,Flexible contract,43162,994,Yes,1,,1
1331,Life event: Created,1331,2011-01-01,Female,62,90,Married,18,Yes,,Permanent contract,36086,-4079,Yes,2,,1
1332,Life event: Created,1332,2011-01-01,Male,61,97,Married,19,No,,Permanent contract,8999,319038,No,3,,1
1333,Life event: Created,1333,2011-01-01,Female,58,92,Married,40,No,,Permanent contract,15977,457528,Yes,1,,1
1334,Life event: Created,1334,2011-01-01,Male,64,92,Married,51,Yes,,Permanent contract,17143,138,Yes,1,,1
1335,Life event: Created,1335,2011-01-01,Female,48,92,Married,49,No,,Permanent contract,118655,372766,Yes,3,,1
1336,Life event: Created,1336,2011-01-01,Female,6,1,Single,0,No,,Child,0,0,Yes,0,34.0,1
1337,Life event: Created,1337,2011-01-01,Male,42,95,Married,33,Yes,,Unemployed,23861,-7538,No,1,,1
1338,Life event: Created,1338,2011-01-01,Female,17,24,Single,0,Yes,38.0,Child,0,0,Yes,0,22.0,1
1729,Life event: Adulthood,1338,2012-08-13,Female,18,24,Single,0,No,,Unemployed,29382,13263,Yes,0,22.0,1
1339,Life event: Created,1339,2011-01-01,Male,70,95,Married,59,Yes,,Retired,22303,-1472,Yes,3,,1
1340,Life event: Created,1340,2011-01-01,Male,16,91,Single,0,No,,Child,0,0,No,0,,1
1341,Life event: Created,1341,2011-01-01,Female,74,96,Married,7,Yes,,Retired,18245,107737,Yes,1,,1
1342,Life event: Created,1342,2011-01-01,Female,45,63,Married,10,No,,Permanent contract,24701,13917,Yes,2,,1
1343,Life event: Created,1343,2011-01-01,Male,71,95,Married,29,Yes,,Retired,14249,4546,Yes,2,,1
1344,Life event: Created,1344,2011-01-01,Female,79,95,Married,16,Yes,,Retired,11875,173514,Yes,1,,1
1345,Life event: Created,1345,2011-01-01,Female,43,79,Married,43,No,,Permanent contract,24844,18186,No,2,,1
1346,Life event: Created,1346,2011-01-01,Male,38,98,Married,8,No,,Permanent contract,37636,-20110,No,2,,1
1347,Life event: Created,1347,2011-01-01,Female,46,96,Married,45,No,,Permanent contract,17461,1070,Yes,1,,1
1348,Life event: Created,1348,2011-01-01,Male,27,97,Married,40,No,,Entrepreneur without personnel,30264,393,No,2,,1
1349,Life event: Created,1349,2011-01-01,Male,65,75,Married,11,No,,Permanent contract,4129,331119,No,3,,1
1350,Life event: Created,1350,2011-01-01,Male,79,8,Widowed,0,Yes,,Retired,8049,60944,Yes,0,,1
1351,Life event: Created,1351,2011-01-01,Male,1,89,Single,0,No,,Child,0,0,Yes,0,,1
1352,Life event: Created,1352,2011-01-01,Female,10,68,Single,0,No,,Child,0,0,Yes,0,31.0,1
1353,Life event: Created,1353,2011-01-01,Female,26,57,Single,0,No,,Permanent contract,99746,157536,Yes,0,29.0,1
1354,Life event: Created,1354,2011-01-01,Female,43,19,Single,0,No,,Permanent contract,34422,184489,No,0,,1
1355,Life event: Created,1355,2011-01-01,Female,65,98,Married,5,No,,Permanent contract,36345,9500,No,2,,1
1356,Life event: Created,1356,2011-01-01,Female,3,58,Single,0,No,,Child,0,0,Yes,0,23.0,1
1357,Life event: Created,1357,2011-01-01,Female,35,17,Single,0,No,,Entrepreneur without personnel,14428,219633,No,0,36.0,1
1358,Life event: Created,1358,2011-01-01,Male,46,94,Married,24,No,,Permanent contract,47893,157864,No,3,,1
1359,Life event: Created,1359,2011-01-01,Male,69,92,Married,13,Yes,,Retired,38034,42108,Yes,1,,1
1360,Life event: Created,1360,2011-01-01,Female,105,92,Widowed,0,Yes,,Retired,10097,84158,No,0,,1
1361,Life event: Created,1361,2011-01-01,Male,98,96,Widowed,0,Yes,,Retired,93562,69633,No,0,,1
1362,Life event: Created,1362,2011-01-01,Male,0,97,Single,0,Yes,41.0,Child,0,0,Yes,0,,1
1363,Life event: Created,1363,2011-01-01,Male,62,92,Married,42,Yes,,Permanent contract,34210,8790,Yes,3,,1
1364,Life event: Created,1364,2011-01-01,Male,45,98,Married,44,Yes,,Permanent contract,45907,8,No,2,,1
1365,Life event: Created,1365,2011-01-01,Female,84,97,Married,4,Yes,,Retired,38051,113280,No,1,,1
1366,Life event: Created,1366,2011-01-01,Male,60,94,Single,0,Yes,54.0,Permanent contract,44992,-3296,Yes,0,,1
1367,Life event: Created,1367,2011-01-01,Female,14,87,Single,0,No,,Child,0,0,No,0,19.0,1
1368,Life event: Created,1368,2011-01-01,Male,9,97,Single,0,Yes,41.0,Child,0,0,No,0,,1
1369,Life event: Created,1369,2011-01-01,Female,9,98,Single,0,No,,Child,0,0,Yes,0,40.0,1
1370,Life event: Created,1370,2011-01-01,Male,96,98,Widowed,0,No,,Retired,6141,87494,No,0,,1
1371,Life event: Created,1371,2011-01-01,Male,40,98,Divorced,0,Yes,,Permanent contract,67466,64440,Yes,0,,1
1372,Life event: Created,1372,2011-01-01,Female,50,96,Married,32,No,,Permanent contract,7014,134759,Yes,3,,1
1373,Life event: Created,1373,2011-01-01,Female,39,98,Married,24,Yes,,Permanent contract,3442,119493,Yes,2,,1
1374,Life event: Created,1374,2011-01-01,Female,16,96,Single,0,Yes,28.0,Child,0,0,No,0,38.0,1
1375,Life event: Created,1375,2011-01-01,Female,35,71,Married,10,Yes,,Permanent contract,32708,3860373,No,2,36.0,1
1376,Life event: Created,1376,2011-01-01,Female,48,96,Married,54,No,,Flexible contract,9683,4672,Yes,3,,1
1377,Life event: Created,1377,2011-01-01,Male,25,98,Single,0,Yes,56.0,Flexible contract,24600,122459,No,0,,1
1378,Life event: Created,1378,2011-01-01,Female,47,95,Married,5,Yes,,Flexible contract,48779,3852874,No,3,,1
1379,Life event: Created,1379,2011-01-01,Female,56,97,Divorced,0,Yes,,Permanent contract,91278,1747068,No,0,,1
1380,Life event: Created,1380,2011-01-01,Female,26,91,Single,0,No,,Flexible contract,60365,101306,No,0,29.0,1
1381,Life event: Created,1381,2011-01-01,Female,6,93,Single,0,No,,Child,0,0,No,0,30.0,1
1382,Life event: Created,1382,2011-01-01,Female,43,98,Married,29,Yes,,Permanent contract,10662,168763,Yes,1,,1
1383,Life event: Created,1383,2011-01-01,Female,25,32,Single,0,No,,Permanent contract,26680,27,Yes,0,31.0,1
1384,Life event: Created,1384,2011-01-01,Male,64,97,Single,0,Yes,26.0,Permanent contract,24183,48484,No,0,,1
1385,Life event: Created,1385,2011-01-01,Male,10,98,Single,0,Yes,43.0,Child,0,0,Yes,0,,1
1386,Life event: Created,1386,2011-01-01,Female,78,95,Married,19,Yes,,Retired,93781,1052361,Yes,1,,1
1387,Life event: Created,1387,2011-01-01,Male,91,96,Widowed,0,Yes,,Retired,3214,162566,No,0,,1
1388,Life event: Created,1388,2011-01-01,Female,48,30,Married,46,Yes,,Permanent contract,37094,3564,Yes,3,,1
1389,Life event: Created,1389,2011-01-01,Female,100,88,Widowed,0,No,,Retired,31588,3993,No,0,,1
1390,Life event: Created,1390,2011-01-01,Male,28,95,Single,0,Yes,40.0,Unemployed,32852,9554,No,0,,1
1391,Life event: Created,1391,2011-01-01,Female,12,88,Single,0,No,,Child,0,0,No,0,25.0,1
1392,Life event: Created,1392,2011-01-01,Female,17,91,Single,0,No,,Child,0,0,No,0,26.0,1
1736,Life event: Adulthood,1392,2012-09-19,Female,18,91,Single,0,No,,Permanent contract,38320,27220,No,0,26.0,1
1393,Life event: Created,1393,2011-01-01,Male,19,97,Single,0,Yes,68.0,Entrepreneur without personnel,93308,6546,No,0,,1
1394,Life event: Created,1394,2011-01-01,Male,70,98,Married,0,No,,Retired,3168,87311,Yes,2,,1
1679,Life event: Divorced,1394,2011-06-25,Male,70,98,Divorced,0,No,,Retired,3168,87311,Yes,2,,1
1395,Life event: Created,1395,2011-01-01,Female,76,86,Married,51,No,,Retired,4252,-610,No,2,,1
1396,Life event: Created,1396,2011-01-01,Male,52,76,Married,26,No,,Permanent contract,41357,-6485,Yes,2,,1
1397,Life event: Created,1397,2011-01-01,Male,15,93,Single,0,Yes,37.0,Child,0,0,No,0,,1
1398,Life event: Created,1398,2011-01-01,Female,45,97,Married,36,Yes,,Permanent contract,27827,-2534,Yes,1,,1
1399,Life event: Created,1399,2011-01-01,Female,73,27,Married,30,Yes,,Retired,16852,-37768,No,1,,1
1400,Life event: Created,1400,2011-01-01,Female,79,53,Widowed,0,No,,Retired,23916,-12542,Yes,0,,1
1401,Life event: Created,1401,2011-01-01,Male,28,95,Single,0,Yes,33.0,Permanent contract,5356,332918,Yes,0,,1
1402,Life event: Created,1402,2011-01-01,Male,58,97,Divorced,0,Yes,,Permanent contract,12406,13900,No,0,,1
1403,Life event: Created,1403,2011-01-01,Male,105,92,Widowed,0,No,,Retired,14547,940615,Yes,0,,1
1404,Life event: Created,1404,2011-01-01,Male,73,1,Married,12,Yes,,Retired,32403,383622,No,1,,1
1405,Life event: Created,1405,2011-01-01,Female,28,98,Single,0,No,,Permanent contract,29002,388756,Yes,0,29.0,1
1716,Life event: Birth,1405,2012-04-08,Female,29,98,Single,0,No,,Permanent contract,29002,388756,Yes,1,29.0,1
1406,Life event: Created,1406,2011-01-01,Male,71,93,Married,9,Yes,,Retired,10282,995,Yes,2,,1
1407,Life event: Created,1407,2011-01-01,Male,9,97,Single,0,Yes,30.0,Child,0,0,No,0,,1
1408,Life event: Created,1408,2011-01-01,Female,61,2,Married,44,No,,Entrepreneur without personnel,14964,360895,Yes,3,,1
1409,Life event: Created,1409,2011-01-01,Female,4,91,Single,0,No,,Child,0,0,No,0,37.0,1
1410,Life event: Created,1410,2011-01-01,Female,70,77,Married,18,No,,Retired,18113,19849,No,1,,1
1411,Life event: Created,1411,2011-01-01,Male,0,98,Single,0,Yes,47.0,Child,0,0,No,0,,1
1412,Life event: Created,1412,2011-01-01,Male,74,19,Married,21,No,,Retired,77260,-4521,Yes,1,,1
1413,Life event: Created,1413,2011-01-01,Male,53,34,Married,46,Yes,,Permanent contract,23824,138902,No,1,,1
1414,Life event: Created,1414,2011-01-01,Male,1,84,Single,0,No,,Child,0,0,Yes,0,,1
1415,Life event: Created,1415,2011-01-01,Female,78,88,Divorced,0,No,,Retired,85892,4842,Yes,0,,1
1416,Life event: Created,1416,2011-01-01,Male,20,7,Single,0,No,,Permanent contract,9949,165265,No,0,,1
1417,Life event: Created,1417,2011-01-01,Male,16,94,Single,0,Yes,35.0,Child,0,0,Yes,0,,1
1418,Life event: Created,1418,2011-01-01,Female,75,98,Married,48,Yes,,Retired,41838,149931,Yes,1,,1
1419,Life event: Created,1419,2011-01-01,Female,16,87,Single,0,Yes,37.0,Child,0,0,Yes,0,33.0,1
1420,Life event: Created,1420,2011-01-01,Female,65,83,Married,9,Yes,,Permanent contract,44772,7146,No,1,,1
1421,Life event: Created,1421,2011-01-01,Female,59,66,Divorced,0,No,,Permanent contract,13677,-4112,No,0,,1
1422,Life event: Created,1422,2011-01-01,Male,72,98,Married,0,Yes,,Retired,13487,161410,No,1,,1
1666,Life event: Divorced,1422,2011-01-20,Male,72,98,Divorced,0,Yes,,Retired,13487,161410,No,1,,1
1423,Life event: Created,1423,2011-01-01,Female,9,96,Single,0,No,,Child,0,0,No,0,34.0,1
1424,Life event: Created,1424,2011-01-01,Male,53,80,Widowed,0,Yes,,Flexible contract,36314,2381,Yes,0,,1
1425,Life event: Created,1425,2011-01-01,Female,51,48,Married,31,No,,Flexible contract,8969,497,No,1,,1
1426,Life event: Created,1426,2011-01-01,Female,55,86,Married,0,Yes,,Flexible contract,74893,9489,Yes,1,,1
1695,Life event: Divorced,1426,2011-12-03,Female,55,86,Divorced,0,Yes,,Flexible contract,74893,9489,Yes,1,,1
1427,Life event: Created,1427,2011-01-01,Female,76,97,Married,26,No,,Retired,20179,-26006,Yes,1,,1
1428,Life event: Created,1428,2011-01-01,Male,41,97,Married,2,Yes,,Flexible contract,11439,136544,No,1,,1
1429,Life event: Created,1429,2011-01-01,Male,75,95,Widowed,0,No,,Retired,19675,-24753,Yes,0,,1
1430,Life event: Created,1430,2011-01-01,Female,89,88,Widowed,0,No,,Retired,16899,83533,No,0,,1
1431,Life event: Created,1431,2011-01-01,Male,10,97,Single,0,Yes,40.0,Child,0,0,Yes,0,,1
1432,Life event: Created,1432,2011-01-01,Male,49,96,Divorced,0,Yes,,Permanent contract,5110,745,No,0,,1
